card_id,customer_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
C06449,280,Mastercard,Debit,5960********7407,2025-09-01,756,No,3,"5,000",2011-05-09,2020,No
C03034,819,American Express,Credit,4947********2901,2028-07-01,511,Yes,4,"5,000",2015-09-18,2022,No
C10041,1353,Visa,Debit,5628********4653,2030-02-01,632,Yes,1,"20,000",2013-08-22,2020,No
C03028,1529,Visa,Credit,5335********5232,2026-11-01,697,Yes,1,"20,000",2014-06-24,2018,No
C11991,748,Mastercard,Credit,5880********4979,2026-04-01,455,Yes,3,"5,000",2018-09-11,2023,No
C10791,2420,Visa,Credit,4497********7337,2030-09-01,655,Yes,2,"5,000",2012-07-06,2020,No
C08591,496,Visa,Credit,4861********9599,2025-01-01,741,Yes,1,"10,000",2012-05-08,2023,No
C04976,388,Visa,Credit,4317********5738,2028-10-01,236,Yes,2,"15,000",2012-04-15,2018,No
C03981,2631,American Express,Credit,4535********8312,2030-04-01,536,Yes,4,"25,000",2011-12-01,2023,No
C08278,2895,Visa,Credit,5459********9492,2029-06-01,750,No,1,"15,000",2012-06-03,2019,No
C00694,1775,Mastercard,Credit,5612********2671,2025-12-01,391,Yes,3,"20,000",2010-09-21,2021,No
C03470,2525,Visa,Credit,5680********2324,2027-02-01,577,No,1,"20,000",2020-03-07,2022,No
C05556,544,Mastercard,Credit,5255********4758,2027-06-01,510,Yes,4,"5,000",2011-11-07,2022,No
C07413,1050,Mastercard,Debit,5096********5839,2030-04-01,532,Yes,2,"15,000",2021-09-26,2021,No
C04803,898,Mastercard,Credit,4803********1424,2026-12-01,843,No,2,"5,000",2023-03-18,2022,No
C07387,1197,Mastercard,Debit,5977********5837,2026-06-01,534,Yes,2,"10,000",2017-04-03,2022,No
C10479,2497,Mastercard,Credit,4565********4960,2028-05-01,104,Yes,4,"15,000",2015-10-15,2020,No
C10663,1959,Visa,Credit,5589********3580,2025-04-01,546,Yes,2,"20,000",2020-03-14,2020,No
C03562,1723,American Express,Credit,4726********8303,2027-01-01,169,Yes,3,"20,000",2022-12-15,2020,No
C01367,346,Mastercard,Debit,5940********9669,2028-12-01,138,Yes,4,"15,000",2013-08-15,2022,No
C07048,2645,Visa,Credit,4838********1718,2026-03-01,438,Yes,3,"10,000",2020-03-07,2022,No
C04817,244,Mastercard,Credit,4807********7895,2025-05-01,184,Yes,4,"15,000",2014-07-01,2019,No
C04784,2812,American Express,Debit,4093********3964,2027-02-01,104,Yes,1,"20,000",2021-09-03,2020,Yes
C09496,1196,Mastercard,Credit,4327********6186,2028-09-01,236,No,4,"5,000",2018-06-06,2022,No
C01740,635,Visa,Credit,5433********8817,2027-05-01,828,No,1,"20,000",2022-07-09,2020,No
C00129,823,American Express,Credit,5687********5741,2027-07-01,736,Yes,4,"10,000",2021-09-15,2023,Yes
C02742,1578,American Express,Credit,4288********2059,2027-07-01,875,Yes,1,"15,000",2013-08-28,2022,No
C01138,2029,Mastercard,Credit,5868********2485,2029-11-01,966,No,4,"10,000",2010-09-15,2022,No
C03916,1595,Mastercard,Credit,4495********6217,2030-07-01,671,Yes,3,"25,000",2014-03-18,2020,No
C11074,1543,Mastercard,Credit,4426********5218,2026-10-01,341,Yes,3,"5,000",2021-08-02,2022,No
C10698,1986,Mastercard,Credit,5146********3956,2027-03-01,328,Yes,2,"20,000",2014-03-07,2022,No
C10381,193,Visa,Credit,5188********1196,2027-04-01,524,Yes,3,"15,000",2016-11-06,2019,No
C11529,1576,Mastercard,Debit,5961********4840,2026-03-01,908,Yes,2,"5,000",2017-10-10,2019,No
C00822,1169,American Express,Debit,5141********7308,2026-06-01,139,No,4,"5,000",2017-07-11,2022,No
C09589,1773,Visa,Credit,5918********4784,2026-11-01,866,Yes,4,"10,000",2021-10-02,2023,No
C09953,1722,Visa,Credit,4495********7373,2028-07-01,692,Yes,1,"25,000",2018-01-14,2019,No
C08805,2129,Mastercard,Debit,5167********5357,2027-05-01,365,Yes,1,"10,000",2017-12-07,2022,No
C07291,90,Visa,Debit,4825********3664,2025-07-01,489,Yes,4,"10,000",2016-04-01,2018,No
C06916,528,Visa,Credit,5508********5975,2028-03-01,537,No,4,"10,000",2014-05-05,2018,No
C02692,1433,Mastercard,Credit,5842********3367,2028-09-01,347,Yes,4,"5,000",2013-10-05,2021,No
C05062,2766,Mastercard,Credit,5953********1215,2028-09-01,121,No,4,"15,000",2013-01-19,2021,No
C11034,2641,American Express,Credit,4801********8943,2029-11-01,607,Yes,4,"15,000",2016-02-22,2018,No
C06577,521,Visa,Credit,5956********4754,2025-09-01,325,Yes,4,"15,000",2010-06-17,2022,No
C01668,2746,American Express,Credit,4766********4049,2030-12-01,586,Yes,3,"5,000",2023-11-25,2020,No
C00810,23,Mastercard,Credit,5680********1022,2025-05-01,960,Yes,1,"10,000",2023-08-14,2023,No
C06200,1165,American Express,Credit,5609********5298,2028-04-01,500,No,3,"5,000",2019-02-08,2022,No
C05059,2741,Visa,Debit,5395********5655,2030-09-01,526,Yes,4,"25,000",2010-06-03,2018,No
C03156,1196,Mastercard,Credit,4014********5069,2028-03-01,955,No,2,"20,000",2022-10-23,2021,No
C04528,42,Visa,Credit,4835********1197,2027-09-01,136,Yes,1,"20,000",2020-09-16,2020,No
C02995,2615,Mastercard,Credit,5625********1042,2029-06-01,877,Yes,3,"10,000",2014-11-15,2019,No
C01921,184,Mastercard,Debit,4708********8236,2025-12-01,810,Yes,3,"10,000",2016-11-23,2019,No
C07081,1370,American Express,Credit,5326********2899,2025-05-01,526,Yes,4,"20,000",2010-06-04,2023,No
C03138,2128,Visa,Debit,5370********8851,2027-08-01,670,No,4,"25,000",2017-06-02,2021,No
C09485,2360,Visa,Debit,5046********7796,2028-08-01,670,Yes,2,"15,000",2011-02-08,2018,No
C06645,1156,Visa,Debit,4421********3237,2029-12-01,903,Yes,1,"15,000",2015-02-13,2022,No
C11918,2661,Mastercard,Credit,4593********8524,2026-09-01,617,Yes,2,"25,000",2021-11-04,2021,No
C11088,2674,American Express,Debit,5695********9835,2030-07-01,155,Yes,4,"5,000",2019-08-25,2020,No
C04988,2524,Visa,Credit,4099********6627,2027-10-01,594,Yes,2,"5,000",2019-12-11,2019,No
C01414,454,Mastercard,Debit,5603********4319,2029-05-01,589,No,2,"25,000",2014-06-19,2018,No
C09881,2286,Visa,Credit,4289********6761,2025-10-01,234,Yes,4,"10,000",2011-11-08,2018,No
C05531,1911,Visa,Credit,5490********2422,2028-02-01,882,Yes,1,"20,000",2019-07-26,2022,No
C09093,974,Mastercard,Credit,5486********4863,2025-11-01,632,Yes,2,"25,000",2020-06-06,2023,No
C08048,1042,Visa,Credit,5573********1192,2029-01-01,685,Yes,2,"20,000",2023-11-15,2019,Yes
C07097,687,Mastercard,Credit,5687********6290,2026-11-01,339,Yes,3,"15,000",2014-07-23,2022,No
C01193,2274,Mastercard,Credit,4664********5080,2030-08-01,573,Yes,3,"10,000",2013-05-17,2023,No
C10752,125,Visa,Debit,4427********3654,2030-10-01,962,Yes,4,"15,000",2017-12-13,2020,No
C08336,844,Mastercard,Credit,5594********9441,2027-04-01,513,Yes,2,"15,000",2016-10-17,2021,No
C10120,1963,Mastercard,Credit,4474********6990,2028-02-01,231,Yes,1,"25,000",2021-09-17,2018,No
C01293,1736,Mastercard,Credit,4483********2743,2030-10-01,380,No,2,"15,000",2011-08-09,2019,No
C00968,2940,Mastercard,Credit,4171********3476,2029-11-01,175,Yes,3,"25,000",2018-09-16,2023,No
C04377,2553,Mastercard,Credit,5541********4724,2028-06-01,575,Yes,3,"5,000",2021-11-25,2020,No
C00608,726,Visa,Credit,5168********7974,2025-07-01,122,Yes,2,"15,000",2018-03-08,2018,No
C06761,2477,Visa,Credit,5225********7349,2027-12-01,860,Yes,3,"10,000",2010-05-27,2020,No
C03502,1277,Visa,Debit,5596********8434,2026-06-01,292,Yes,3,"10,000",2014-04-04,2018,No
C10705,2051,Mastercard,Credit,5358********3882,2030-05-01,779,Yes,1,"10,000",2017-06-25,2020,No
C10593,2854,Visa,Credit,5738********1898,2026-01-01,289,Yes,3,"10,000",2022-11-05,2021,No
C00235,525,Mastercard,Credit,5225********1067,2025-09-01,654,No,1,"5,000",2022-01-14,2023,No
C04727,2544,Visa,Credit,5790********5797,2025-07-01,138,Yes,3,"5,000",2017-05-20,2019,No
C08769,2918,Visa,Credit,4871********3829,2029-09-01,855,No,2,"10,000",2011-06-04,2021,No
C02471,1108,Mastercard,Credit,4321********3694,2028-02-01,470,Yes,4,"15,000",2015-04-20,2019,No
C11898,2531,Visa,Debit,5673********8352,2030-03-01,776,Yes,3,"15,000",2014-09-13,2018,No
C10643,887,Visa,Credit,5067********9486,2030-11-01,241,Yes,4,"10,000",2020-08-11,2018,No
C05533,832,Visa,Credit,4385********2313,2025-05-01,839,Yes,3,"25,000",2011-03-28,2018,No
C04357,2817,Mastercard,Credit,5944********3027,2028-09-01,104,Yes,3,"10,000",2022-06-25,2022,No
C00856,2998,Visa,Credit,5805********9218,2025-05-01,413,Yes,3,"15,000",2016-09-02,2022,No
C05896,2241,American Express,Credit,4241********5758,2026-03-01,476,No,4,"5,000",2018-05-16,2023,No
C01154,1356,Mastercard,Debit,4771********1611,2026-06-01,566,Yes,3,"20,000",2017-04-04,2020,No
C10320,2018,Mastercard,Credit,4815********4126,2026-04-01,974,Yes,1,"15,000",2023-11-11,2018,No
C08374,240,Visa,Credit,4281********3664,2026-04-01,529,Yes,4,"15,000",2013-03-25,2023,No
C04228,1311,American Express,Credit,4880********5782,2025-04-01,718,No,2,"5,000",2014-08-11,2018,No
C11527,616,American Express,Credit,5181********5164,2026-12-01,466,Yes,2,"20,000",2015-03-05,2018,No
C11124,607,Visa,Credit,5247********3905,2029-06-01,787,No,4,"20,000",2010-09-09,2021,No
C02340,2723,Visa,Debit,5998********2771,2027-06-01,146,Yes,3,"5,000",2012-02-20,2019,No
C11996,1360,Mastercard,Credit,5407********7298,2029-11-01,838,Yes,4,"5,000",2023-04-17,2022,No
C04224,1862,Visa,Debit,5220********3280,2026-01-01,185,Yes,3,"10,000",2016-01-15,2022,No
C08704,2513,Mastercard,Credit,5214********7285,2025-03-01,521,Yes,2,"20,000",2013-02-24,2019,No
C08582,2966,Mastercard,Credit,4569********9852,2026-07-01,811,Yes,3,"15,000",2023-11-10,2023,No
C00935,1681,American Express,Debit,5817********9523,2026-09-01,671,Yes,3,"10,000",2011-12-20,2020,No
C11627,1156,Mastercard,Credit,5675********8252,2027-11-01,712,No,2,"15,000",2014-09-19,2020,No
C07366,3,Visa,Credit,4521********1045,2028-10-01,541,Yes,4,"15,000",2022-08-24,2018,No
C03913,1513,Visa,Credit,5949********8081,2030-07-01,574,No,4,"10,000",2020-09-22,2023,No
C11559,2675,Mastercard,Credit,5258********9119,2025-07-01,481,Yes,1,"10,000",2021-10-08,2022,No
C09569,2373,Mastercard,Credit,4848********8379,2025-03-01,323,No,1,"10,000",2011-03-12,2020,No
C00637,1940,Mastercard,Credit,4743********1378,2026-07-01,705,No,2,"15,000",2017-09-11,2019,No
C02109,1503,Mastercard,Credit,5852********6088,2025-04-01,870,Yes,3,"5,000",2020-05-20,2023,No
C04415,1608,Mastercard,Credit,4649********4471,2028-09-01,238,Yes,3,"10,000",2013-05-01,2019,No
C03716,636,Mastercard,Credit,4416********9875,2030-07-01,873,Yes,4,"10,000",2013-12-24,2021,No
C01296,175,Mastercard,Credit,4419********2603,2028-05-01,187,No,2,"10,000",2012-07-16,2019,No
C07685,2522,American Express,Debit,4715********9875,2025-05-01,641,Yes,3,"20,000",2015-01-08,2020,No
C02185,1372,Mastercard,Credit,4929********5837,2027-10-01,709,No,1,"20,000",2011-04-19,2022,No
C06540,2164,Visa,Credit,5452********1471,2025-12-01,796,Yes,1,"10,000",2014-11-08,2019,No
C00118,192,Visa,Credit,5038********4395,2026-02-01,869,No,3,"25,000",2023-06-26,2020,No
C02201,885,Visa,Debit,5399********6493,2027-07-01,447,Yes,1,"5,000",2017-10-19,2018,No
C11222,495,Visa,Debit,4796********4238,2030-11-01,130,Yes,1,"10,000",2021-11-12,2020,No
C03091,625,Visa,Debit,4686********7230,2026-11-01,585,Yes,3,"15,000",2011-02-27,2020,No
C00342,146,Visa,Credit,4084********3066,2025-06-01,560,Yes,1,"20,000",2017-04-07,2019,No
C07151,2618,Visa,Credit,4187********3580,2026-12-01,300,Yes,4,"10,000",2016-06-09,2022,No
C10308,974,Visa,Debit,5406********9524,2029-11-01,686,Yes,2,"10,000",2021-10-21,2019,No
C09855,59,Mastercard,Credit,5430********5572,2030-12-01,846,Yes,2,"10,000",2015-12-28,2019,Yes
C11128,190,Mastercard,Credit,4088********6811,2025-05-01,120,No,4,"10,000",2022-10-09,2022,No
C10769,1290,Mastercard,Debit,5202********1090,2030-05-01,577,No,2,"15,000",2017-02-09,2021,No
C11268,1925,American Express,Credit,4351********8318,2029-06-01,872,Yes,1,"10,000",2010-05-23,2020,No
C11457,343,Visa,Credit,4291********2869,2030-02-01,294,No,1,"20,000",2015-01-11,2018,No
C06630,1516,Mastercard,Credit,4702********1040,2030-04-01,477,Yes,1,"15,000",2018-04-14,2023,No
C01362,839,Visa,Credit,5755********7311,2026-10-01,934,Yes,2,"25,000",2018-03-21,2023,No
C07352,1363,Mastercard,Debit,5743********2555,2028-05-01,170,Yes,1,"5,000",2021-02-05,2021,No
C07312,2103,Mastercard,Credit,4960********5958,2030-09-01,846,No,1,"20,000",2020-04-16,2018,No
C01347,1816,Mastercard,Debit,4099********4513,2027-02-01,108,Yes,4,"20,000",2010-06-02,2019,No
C02658,1691,American Express,Credit,4339********2912,2030-01-01,843,Yes,3,"20,000",2019-01-28,2019,No
C08740,1185,Visa,Credit,4351********9475,2026-01-01,863,Yes,4,"15,000",2015-06-15,2023,No
C03081,2395,American Express,Credit,5169********4249,2027-04-01,756,No,4,"20,000",2015-03-22,2020,No
C11402,2309,Visa,Credit,4777********4445,2030-11-01,750,Yes,4,"20,000",2014-05-03,2022,No
C09647,774,Visa,Credit,4971********3255,2029-08-01,296,Yes,1,"20,000",2020-02-04,2019,No
C07208,2119,Mastercard,Credit,4492********7673,2030-09-01,195,Yes,4,"5,000",2019-08-13,2020,No
C01864,629,Mastercard,Credit,5360********6011,2029-07-01,292,Yes,2,"25,000",2016-04-23,2021,No
C04218,2571,Mastercard,Debit,4439********4419,2025-12-01,174,No,3,"25,000",2015-11-12,2023,No
C09516,2818,Mastercard,Credit,5468********9053,2025-05-01,449,Yes,4,"15,000",2013-05-01,2020,No
C06689,952,Mastercard,Credit,5472********3805,2030-08-01,368,Yes,4,"20,000",2015-04-10,2021,No
C01746,1819,Mastercard,Credit,5839********5567,2026-03-01,718,Yes,2,"15,000",2020-08-16,2019,No
C00884,1088,American Express,Debit,4160********4169,2027-09-01,588,Yes,2,"10,000",2014-01-07,2018,No
C09651,1754,Mastercard,Credit,5989********9803,2027-11-01,147,Yes,4,"15,000",2015-06-11,2021,No
C08185,2902,Mastercard,Debit,5617********5072,2030-08-01,717,No,2,"15,000",2013-04-05,2022,No
C05011,1009,American Express,Credit,4923********2700,2029-01-01,899,No,2,"10,000",2012-07-27,2020,No
C00425,2676,Mastercard,Credit,4687********6052,2027-05-01,445,Yes,3,"15,000",2021-03-24,2019,No
C06276,1497,Visa,Credit,4878********8221,2025-08-01,551,No,2,"10,000",2019-04-22,2020,No
C03088,2539,Visa,Credit,4893********2063,2030-07-01,450,Yes,3,"5,000",2017-12-22,2023,No
C01117,450,Mastercard,Credit,5885********5934,2025-02-01,221,No,4,"15,000",2022-10-16,2018,No
C03659,356,Visa,Debit,5111********7461,2030-10-01,387,Yes,4,"10,000",2013-10-09,2022,No
C01645,2301,Mastercard,Debit,4522********6282,2026-05-01,637,Yes,4,"15,000",2016-08-22,2022,No
C08275,2701,Visa,Debit,5827********5999,2030-07-01,251,Yes,4,"20,000",2011-01-09,2023,No
C04314,752,Visa,Credit,4759********1528,2028-09-01,140,No,2,"20,000",2011-09-25,2019,No
C08738,2911,Visa,Credit,5822********9890,2026-04-01,181,No,1,"20,000",2015-11-09,2023,No
C02173,721,Visa,Debit,4444********6886,2027-12-01,612,Yes,2,"5,000",2018-06-05,2023,No
C06121,2116,Mastercard,Debit,5663********1874,2029-05-01,630,Yes,4,"15,000",2018-12-04,2019,No
C05153,1867,Mastercard,Credit,5887********4061,2026-11-01,229,Yes,2,"5,000",2012-12-03,2022,No
C02614,57,Mastercard,Credit,5904********5731,2025-06-01,675,Yes,2,"5,000",2017-02-22,2018,No
C10399,2547,Visa,Credit,5779********1982,2028-09-01,948,Yes,2,"10,000",2023-11-18,2018,No
C07321,2088,American Express,Debit,5125********8286,2027-09-01,863,Yes,4,"20,000",2022-11-14,2020,Yes
C05956,2486,Mastercard,Debit,4708********5840,2028-08-01,302,No,2,"15,000",2013-03-01,2020,No
C03826,463,Mastercard,Credit,5735********7140,2027-10-01,750,Yes,3,"10,000",2014-08-01,2020,No
C07568,2873,Visa,Credit,4486********9193,2030-04-01,661,Yes,2,"10,000",2022-10-12,2019,No
C10675,489,Visa,Credit,5458********2239,2027-07-01,143,Yes,1,"10,000",2010-10-21,2019,No
C07880,1686,American Express,Debit,5241********1643,2030-04-01,118,Yes,2,"15,000",2021-12-15,2023,No
C02056,183,Visa,Credit,4481********7706,2027-09-01,542,Yes,2,"10,000",2016-04-15,2022,No
C09971,2000,Mastercard,Credit,5333********8368,2026-09-01,153,No,1,"5,000",2018-08-25,2020,No
C02822,2906,Mastercard,Credit,4193********2436,2027-04-01,794,Yes,2,"20,000",2019-09-27,2019,No
C02663,1800,Visa,Credit,5111********5004,2027-03-01,948,Yes,3,"10,000",2023-10-14,2023,No
C07311,1225,Visa,Credit,5519********3258,2028-06-01,659,Yes,1,"20,000",2015-06-23,2019,No
C04056,2471,Visa,Credit,4057********7424,2030-02-01,930,Yes,1,"15,000",2020-06-24,2023,No
C09344,1476,American Express,Credit,4481********2424,2029-05-01,924,Yes,2,"25,000",2019-01-11,2022,No
C09770,319,Mastercard,Credit,4584********3728,2026-09-01,318,Yes,3,"25,000",2011-03-20,2018,No
C03804,2591,Mastercard,Debit,5855********2260,2028-04-01,648,Yes,2,"20,000",2022-07-04,2019,No
C05337,552,Mastercard,Debit,4514********8291,2027-02-01,490,Yes,3,"15,000",2014-11-21,2022,No
C00455,1676,Mastercard,Debit,5977********8763,2029-02-01,495,Yes,1,"5,000",2016-10-21,2020,No
C09626,1402,Visa,Debit,4097********6923,2026-11-01,851,No,4,"5,000",2015-02-15,2020,No
C10451,1328,American Express,Credit,5929********7261,2025-10-01,938,Yes,3,"15,000",2012-07-06,2021,No
C00339,838,Visa,Debit,5320********8789,2028-05-01,793,Yes,2,"25,000",2013-07-12,2019,No
C10954,634,American Express,Credit,5413********6603,2029-02-01,784,Yes,3,"5,000",2021-02-27,2023,No
C07602,105,Visa,Credit,4714********9400,2026-04-01,439,No,4,"10,000",2011-02-23,2022,No
C06337,108,Mastercard,Credit,5764********3632,2027-07-01,566,Yes,3,"20,000",2010-07-15,2023,No
C00987,184,Visa,Credit,4764********8622,2025-06-01,416,Yes,2,"20,000",2013-07-02,2021,No
C05997,2714,Mastercard,Credit,4279********7853,2025-06-01,623,Yes,3,"20,000",2017-09-20,2022,No
C10346,2097,Mastercard,Credit,5690********6555,2030-05-01,505,Yes,1,"5,000",2017-11-07,2021,No
C04721,1515,Mastercard,Credit,4377********5933,2025-04-01,647,Yes,4,"5,000",2023-04-20,2021,No
C11578,2811,Mastercard,Debit,4635********3596,2028-10-01,982,Yes,1,"20,000",2023-08-08,2023,No
C09266,2473,Mastercard,Credit,5336********7597,2025-07-01,244,No,3,"10,000",2021-12-04,2019,No
C03168,1092,Visa,Credit,5675********4212,2029-09-01,653,Yes,3,"15,000",2020-09-05,2020,No
C07124,2498,Mastercard,Debit,4937********9596,2030-02-01,772,Yes,4,"25,000",2022-05-15,2020,No
C11960,269,American Express,Credit,4346********9780,2028-08-01,636,Yes,2,"10,000",2011-09-19,2020,No
C04300,1507,Mastercard,Credit,4927********3666,2030-08-01,401,No,1,"5,000",2020-05-28,2022,No
C01285,2014,Visa,Credit,5033********9290,2028-10-01,299,Yes,2,"10,000",2020-08-02,2023,No
C10235,206,Visa,Credit,4110********9789,2026-10-01,130,Yes,3,"5,000",2010-01-28,2023,No
C08638,2113,Visa,Credit,5527********4437,2025-08-01,901,No,2,"10,000",2012-03-13,2020,No
C08641,524,Mastercard,Credit,5454********3836,2026-07-01,777,Yes,3,"10,000",2016-01-03,2019,No
C09083,1576,Visa,Credit,4867********9549,2029-10-01,393,Yes,2,"10,000",2019-12-15,2023,No
C06098,1160,Mastercard,Credit,4649********7255,2027-09-01,856,Yes,2,"25,000",2018-08-15,2020,No
C00096,1738,American Express,Credit,4865********4352,2025-09-01,124,No,3,"5,000",2022-02-07,2021,No
C06811,181,Visa,Credit,5538********8114,2027-03-01,948,Yes,3,"15,000",2020-11-23,2021,No
C09645,2092,Visa,Credit,5442********8732,2027-12-01,514,Yes,3,"5,000",2020-04-25,2018,No
C11413,649,Mastercard,Credit,4363********8476,2028-05-01,936,Yes,4,"5,000",2014-06-24,2020,Yes
C01008,2447,Mastercard,Credit,5124********9594,2027-04-01,962,Yes,2,"25,000",2017-10-14,2023,No
C07275,273,Mastercard,Debit,5542********3879,2025-11-01,314,Yes,1,"5,000",2011-07-02,2020,No
C10356,972,Visa,Credit,4584********8593,2028-07-01,184,Yes,3,"10,000",2022-04-17,2022,No
C10242,1028,Visa,Debit,5488********1133,2029-02-01,712,Yes,3,"15,000",2013-10-17,2020,No
C08749,1569,Mastercard,Credit,5853********1429,2030-05-01,638,Yes,1,"20,000",2012-11-04,2018,No
C06701,1348,Visa,Credit,5673********9878,2030-12-01,223,Yes,4,"15,000",2014-09-16,2021,No
C10983,954,Visa,Credit,5542********7460,2028-07-01,919,Yes,2,"5,000",2018-03-11,2018,No
C08746,641,Mastercard,Credit,4990********9179,2025-01-01,889,Yes,2,"15,000",2019-09-05,2019,No
C02434,2940,Mastercard,Debit,5030********9260,2026-08-01,379,Yes,3,"25,000",2015-12-23,2021,No
C03741,307,Mastercard,Credit,4437********3966,2026-10-01,381,No,1,"15,000",2013-11-12,2023,No
C09600,2528,American Express,Credit,5468********6040,2030-02-01,204,Yes,1,"10,000",2010-11-28,2018,No
C10529,2045,Visa,Credit,5281********8956,2030-10-01,648,Yes,4,"10,000",2014-08-26,2018,No
C02299,2101,American Express,Debit,4298********8866,2025-05-01,500,No,2,"15,000",2011-07-28,2023,No
C10205,2725,American Express,Credit,4495********8298,2027-05-01,278,Yes,4,"5,000",2013-02-01,2021,No
C10561,196,American Express,Credit,4707********1075,2025-09-01,408,No,4,"15,000",2019-01-04,2019,No
C07621,1595,Visa,Debit,5994********4780,2030-10-01,144,No,4,"15,000",2012-02-13,2021,No
C02757,2698,Visa,Credit,5977********9629,2026-12-01,123,Yes,3,"15,000",2021-06-19,2020,No
C04390,2185,Mastercard,Credit,4091********5086,2028-05-01,971,Yes,4,"15,000",2017-01-05,2023,No
C01248,1601,American Express,Credit,5667********4710,2030-05-01,611,Yes,3,"20,000",2015-06-14,2019,No
C01088,672,Visa,Debit,4420********7561,2028-11-01,601,Yes,3,"15,000",2020-11-08,2019,No
C11194,339,Mastercard,Credit,5999********9295,2026-10-01,327,No,2,"5,000",2022-05-24,2019,No
C04961,986,Mastercard,Credit,4386********6875,2025-07-01,135,Yes,1,"15,000",2019-01-08,2021,No
C08869,2640,Visa,Debit,4734********3610,2026-03-01,862,Yes,4,"20,000",2023-09-25,2021,No
C00400,2831,Mastercard,Credit,5367********8176,2025-01-01,226,Yes,4,"10,000",2013-09-25,2021,No
C10004,558,Mastercard,Credit,4758********1332,2025-08-01,463,Yes,2,"20,000",2023-05-25,2020,No
C09515,2180,Visa,Credit,4524********3608,2028-06-01,968,Yes,3,"20,000",2019-02-26,2021,No
C08251,478,Visa,Debit,4453********8504,2028-04-01,607,Yes,3,"15,000",2019-03-07,2018,No
C01010,2750,Mastercard,Debit,4224********1801,2026-02-01,544,Yes,2,"20,000",2023-04-07,2018,No
C11215,1930,Mastercard,Credit,5977********2927,2028-04-01,755,Yes,1,"20,000",2017-07-25,2022,No
C04659,124,Visa,Debit,5352********1454,2029-08-01,179,Yes,1,"10,000",2022-11-01,2018,No
C03848,1849,Visa,Credit,4676********9330,2026-06-01,610,Yes,1,"10,000",2010-12-08,2023,No
C11279,1746,Visa,Credit,4020********9028,2029-02-01,411,Yes,3,"15,000",2023-10-23,2020,No
C10238,43,American Express,Credit,4925********1979,2026-10-01,545,Yes,1,"5,000",2019-05-10,2019,No
C09482,612,Visa,Credit,5350********8240,2030-04-01,952,Yes,4,"10,000",2021-11-17,2021,Yes
C11131,1033,Visa,Credit,4968********2565,2025-02-01,279,Yes,3,"25,000",2014-10-06,2018,Yes
C11334,556,Mastercard,Credit,5077********6849,2027-05-01,461,Yes,3,"15,000",2011-02-22,2023,No
C02443,818,Visa,Debit,4533********4102,2026-11-01,960,Yes,4,"20,000",2012-10-09,2018,No
C04819,1044,Visa,Credit,5974********8940,2027-02-01,309,Yes,2,"15,000",2013-05-20,2018,No
C09296,2496,Mastercard,Debit,5074********1128,2025-09-01,805,Yes,2,"15,000",2021-10-08,2020,No
C02620,940,American Express,Debit,4833********1025,2028-11-01,185,Yes,2,"15,000",2012-10-18,2021,No
C11801,1697,Mastercard,Credit,5606********2613,2029-06-01,206,Yes,4,"15,000",2018-05-28,2023,No
C01760,211,Mastercard,Credit,4493********5595,2028-08-01,705,Yes,2,"25,000",2010-12-28,2021,No
C00605,2504,Visa,Debit,5596********8880,2026-09-01,769,Yes,4,"5,000",2023-08-13,2019,No
C08078,1660,Visa,Debit,4811********2938,2026-01-01,146,No,1,"15,000",2010-11-28,2022,Yes
C10053,603,Visa,Credit,4100********6545,2025-06-01,310,Yes,4,"15,000",2020-12-05,2022,No
C04920,212,Mastercard,Credit,4202********8240,2030-06-01,248,Yes,2,"15,000",2022-06-18,2022,No
C06256,2971,Mastercard,Credit,5342********5400,2028-10-01,783,Yes,2,"25,000",2013-05-07,2022,No
C00327,1708,Visa,Credit,5753********6195,2030-05-01,959,Yes,4,"25,000",2021-01-14,2018,No
C04501,2701,Visa,Credit,4275********5317,2027-04-01,946,Yes,3,"10,000",2014-06-14,2018,No
C05998,1541,American Express,Debit,5633********4492,2029-08-01,537,Yes,1,"15,000",2023-12-10,2020,No
C08784,3,Visa,Debit,4406********5442,2026-01-01,983,Yes,4,"25,000",2011-09-18,2023,No
C05836,2396,Mastercard,Debit,5767********9220,2029-02-01,182,Yes,1,"15,000",2022-09-04,2018,No
C01067,933,Mastercard,Credit,5687********4099,2028-02-01,818,No,4,"10,000",2022-02-04,2023,No
C01690,1208,Mastercard,Credit,5835********4093,2027-12-01,808,Yes,4,"10,000",2022-11-24,2019,No
C08906,1319,Mastercard,Credit,5498********1190,2027-01-01,380,Yes,2,"20,000",2022-08-08,2021,No
C03865,2105,Visa,Debit,4916********3483,2028-11-01,932,Yes,3,"15,000",2015-11-26,2023,No
C11263,1712,Mastercard,Debit,4385********5612,2027-01-01,261,Yes,4,"5,000",2019-08-19,2023,No
C07787,346,Visa,Credit,5213********7080,2025-11-01,948,Yes,4,"10,000",2014-05-04,2019,No
C01287,1738,Visa,Credit,5848********9871,2026-01-01,555,Yes,3,"10,000",2018-10-09,2021,No
C07565,2834,Visa,Credit,5349********3594,2026-09-01,853,Yes,3,"10,000",2010-02-16,2018,No
C11773,2643,Mastercard,Debit,5418********2337,2025-10-01,513,Yes,1,"5,000",2016-07-21,2020,No
